PROBE_ID	GENOMICLOCATION	SYMBOL	sample01	sample02	sample03	sample04	sample05	sample06	sample07	sample08	sample09	sample10	sample11	sample12
ILMN_3228508	chr3:43526579:43526628:-	RPL18A	5.88386602	5.957585015	5.850371984	5.7594699	5.952692491	5.937704099	5.917391174	6.041103089	5.893203261	5.947549107	5.884444661	5.9404581
ILMN_1655702	chr3:43760009:43760058:+	ABHD5	8.731353147	8.179399943	8.518056055	8.509951312	8.425666815	8.304638245	8.4602126	8.326862703	8.475849837	8.203831989	8.522516995	8.479095881
ILMN_1690843	"chr3:44364763:44364787:+,chr3:44369742:44369766:+"	C3orf77	5.794302265	5.840865749	5.837816264	5.851554517	5.849786433	5.965190813	5.98129543	5.817704055	5.888283412	5.83950205	5.936024468	5.860156446
ILMN_1771393	chr3:44379695:44379744:+	C3orf23	5.81083291	5.882955763	5.806575157	5.867543275	5.858276711	5.880438557	5.858491848	5.91875724	5.937745633	5.919737505	5.885188442	5.926740564
ILMN_2246105	chr3:44380072:44380121:+	C3orf23	5.952392004	5.822858702	6.054086358	5.990133723	6.014802707	6.040290621	6.113198205	5.948386853	6.027707291	5.938831267	6.045699541	5.968756802
ILMN_1671387	chr3:44399311:44399360:+	C3orf23	6.24881868	6.182350461	6.123560316	6.246150733	6.256251217	6.21606659	6.230752691	6.28649317	6.243037814	6.284456048	6.180793911	6.236336802
ILMN_1754423	chr3:44450324:44450373:+	C3orf23	6.100922467	6.334674227	6.144866647	6.184138279	6.182212902	6.278673396	6.201115821	6.329692119	6.267942696	6.164434036	6.198476499	6.354322939
ILMN_1665397	chr3:44482801:44482850:-	ZNF445	5.882561585	5.815558995	5.882464486	5.896054681	5.852998519	5.981603104	5.848476828	5.806526971	5.809075557	5.930171182	5.866336428	5.833903266
ILMN_3295146	chr3:44540680:44540729:-	ZNF167	5.845215054	5.991888699	5.872417498	5.910426055	5.922009748	6.003689316	5.872105341	5.902960822	5.887424414	5.893835502	5.888048081	5.930455991
ILMN_1730696	chr3:44609876:44609925:+	ZNF167	5.944414872	5.961761559	5.936730334	5.929902065	5.957100971	5.938850963	6.084310496	5.945414451	5.882365004	5.953062745	5.780586099	5.943408991
ILMN_1761409	chr3:44613236:44613285:+	ZNF167	6.243378172	6.381120765	6.120849652	6.2337976	6.124453102	6.405528683	6.088748081	6.221454743	6.370997861	6.29813639	6.384162953	6.32250537
ILMN_3230300	chr3:44619310:44619359:-	MPRIP	6.130524899	6.181656144	5.959461146	6.104423424	6.071313171	6.191220533	6.095562923	5.941077347	5.98457623	6.007095769	5.938157922	6.012045413
ILMN_3306752	chr3:44619706:44619755:-	MPRIP	5.962827894	5.911459312	5.911622221	5.849585148	5.927364307	5.942977158	5.936050017	5.979435017	5.86864222	5.986704458	5.896544793	5.915783316
ILMN_1794597	chr3:44624862:44624911:+	ZNF167	5.926817527	6.064232125	5.892053484	5.935683654	5.883271978	6.029648872	5.920999691	6.006893806	6.033783902	5.941623665	5.953652238	5.909039328
ILMN_1721849	chr3:44637267:44637316:+	ZNF660	5.925335888	6.014946514	5.914249512	5.853436308	6.049713001	6.070055661	5.9575345	5.884007049	5.897920962	5.904861949	5.932367005	5.959338053
ILMN_1684623	chr3:44672656:44672705:+	ZNF197	5.784346567	5.829421026	5.808543257	5.911185427	5.931733934	5.99916817	5.911756082	5.829815578	5.853717274	5.903929895	5.900445802	5.856524299
ILMN_1654689	chr3:44686480:44686529:+	ZNF197	6.144899577	6.101563422	6.08212081	6.045842098	6.191382921	5.999324168	6.122448821	6.051633993	6.184298352	6.16430288	6.118463872	6.191131211
ILMN_1790784	chr3:44689271:44689320:+	ZNF197	5.890817705	5.990744908	6.01087601	5.891055129	5.958658603	6.091118433	6.081924304	5.802185328	5.967705185	5.914730442	5.94489531	5.883535134
ILMN_2270900	chr3:44689474:44689523:+	ZNF197	6.175250397	6.437545688	6.224389762	6.31818148	6.295250523	6.271207727	6.349584291	6.373319908	6.456247562	6.476613201	6.347825132	6.313932733
ILMN_1692100	chr3:44702087:44702136:+	ZNF35	6.042644177	5.977538132	6.11164163	6.245668869	6.158538916	6.024202696	6.016308967	6.219516023	6.378267983	6.329654564	6.212825612	6.255939291
ILMN_1655167	chr3:44764868:44764917:+	ZNF502	5.753843606	6.080216733	6.048904879	5.981911223	6.042883412	6.015125836	6.013763767	6.189479167	6.076004026	5.999336478	6.152210129	6.067169437
ILMN_1658158	chr3:44778013:44778062:+	ZNF501	5.855654188	5.92569282	5.886338048	5.966946194	5.953656067	6.028305246	5.971436053	5.878593698	5.923616195	5.908568528	5.772536237	5.984905348
ILMN_1681092	chr3:44792929:44792978:-	KIAA1143	5.985380494	5.905608238	6.057941062	6.031626927	6.063820637	6.098809811	5.919740178	5.979904618	6.012947278	6.175583098	6.013473899	6.129154767
ILMN_2043360	chr3:44794892:44794941:-	KIAA1143	5.861305381	5.860523745	5.981578519	5.844928861	5.921024439	5.94226978	5.945778701	5.958039917	5.934559844	5.931043299	5.828573702	5.893982091
ILMN_1752273	chr3:44803060:44803109:-	KIAA1143	6.064726981	5.96282357	6.032537238	6.020059357	6.045248428	5.87299725	5.995047596	6.067049246	6.115219883	5.870956867	6.092729701	6.079999557
ILMN_1753063	chr3:44893717:44893766:+	KIF15	5.934863539	5.989465569	5.968750257	5.880211284	6.069355088	5.92237533	6.152668436	6.074507147	5.890109745	5.978587056	5.91075137	5.989907814
ILMN_1760245	chr3:44906915:44906964:+	TMEM42	6.650089863	7.0559456	6.730482016	7.053070299	6.828325958	6.81379627	6.816304491	7.056022618	7.102876811	6.975834851	7.060333919	6.928964098
ILMN_1669363	chr3:44955612:44955661:+	TGM4	5.772074971	5.824538633	5.935245095	5.98394862	5.982949128	5.986729465	5.882897996	5.878278106	5.897200733	5.875331023	5.844695173	5.880725116
ILMN_1719386	chr3:44957059:44957108:-	ZDHHC3	6.080227894	5.883605118	6.041753979	6.068747715	6.022555981	6.065558183	6.097013856	6.045823646	5.902330404	5.913941624	6.029651349	6.044675922
ILMN_2201347	chr3:44967026:44967075:-	ZDHHC3	6.632948538	6.407793314	6.555622199	6.642025403	6.666588227	6.581818065	6.643206597	6.668110203	6.676570609	6.604114338	6.621058313	6.661610974
ILMN_2055477	"chr3:45049054:45049067:+,chr3:45052727:45052762:+"	EXOSC7	6.58369193	7.243052768	6.869767263	6.895194137	7.062772843	6.864351779	7.083461397	7.172265487	7.224305212	7.39945157	7.250936459	7.244141193
ILMN_1682176	chr3:45077256:45077305:+	CLEC3B	6.014062257	6.046615216	6.032172655	5.959528755	6.148655358	6.080882729	6.043297153	6.051094115	6.026133106	5.934919968	5.966908251	6.049189508
ILMN_1724941	chr3:45123930:45123979:-	CDCP1	5.884860597	5.975222974	5.946571122	6.032226887	5.964592542	5.937751969	5.887507877	5.996456674	5.96089206	5.939445412	5.886657534	5.966463729
ILMN_1708167	chr3:45151890:45151939:-	CDCP1	5.918494903	5.902889066	5.972150928	5.939385644	5.86028217	5.855986129	5.984122803	5.830306151	5.817486383	5.815740569	5.890909698	5.951540196
ILMN_2341611	chr3:45152024:45152073:-	CDCP1	6.004547355	6.027312541	6.070851543	6.263498225	6.022447118	6.030733368	6.043803002	6.023402046	6.008795565	6.002924467	6.077565646	6.007662255
ILMN_1688670	chr3:45153586:45153635:-	CDCP1	5.837267105	5.886465887	5.967126064	5.884253085	5.887220658	5.800478957	5.846820809	5.98250338	5.86291558	5.816193064	5.805328731	5.858706953
ILMN_3305025	chr3:45201239:45201288:-	RPS24	5.851271074	5.978118566	5.832721124	5.89509716	5.895216976	5.884642236	5.8017143	5.969055106	5.803875587	5.879164009	5.970231186	5.960247302
ILMN_1792455	chr3:45266008:45266057:-	TMEM158	6.765651273	7.652419367	7.083597407	7.614279809	8.200820267	7.768175255	6.816059418	6.708970104	7.351089587	7.116481878	7.451118927	6.895579262
ILMN_1700168	chr3:45590033:45590082:+	LARS2	6.0703819	6.275939029	6.241042471	6.243970402	6.296885596	6.244836955	6.144203163	6.361714093	6.324998231	6.431454127	6.328128739	6.424477926
ILMN_1764747	chr3:45718814:45718863:+	LIMD1	5.938704291	5.867699026	5.980971124	5.866668508	5.913778083	5.846727086	5.758753417	5.914339128	5.892425646	5.881581523	5.81701248	5.946609779
ILMN_1658748	chr3:45721494:45721543:-	LOC644714	5.933019044	5.899354741	5.894453321	5.861539919	5.992820866	6.006715304	5.915878734	5.944560965	5.938020858	5.912557379	5.967689844	5.931103414
ILMN_1684266	chr3:45730319:45730368:-	LOC644714	5.884583441	6.227551629	5.952692143	5.959607976	6.088540904	6.072750382	6.12868307	6.112540416	6.032854607	6.133611626	5.976299971	5.957788619
ILMN_1765019	chr3:45786748:45786797:+	SACM1L	8.108782393	7.544275299	8.185916328	8.385427779	8.365436735	8.171069044	8.064302737	8.112535739	7.640061985	7.552207546	7.457316652	7.596630368
ILMN_1698585	chr3:45797106:45797155:-	SLC6A20	5.899881675	5.901816993	5.856816206	5.886005539	5.903800531	5.93272591	5.991660013	5.932722731	5.862451918	5.926423802	5.921297709	5.883995723
ILMN_2324109	chr3:45797704:45797753:-	SLC6A20	5.954883372	5.95392427	5.864327521	5.909570454	5.922716457	5.951817333	5.922326236	5.976863432	5.798558933	5.890720797	5.930142875	5.828912691
ILMN_1687986	chr3:45814038:45814087:-	SLC6A20	6.027816088	5.975552861	6.071658534	5.910394309	6.006836265	6.066950931	6.081109174	5.895793438	6.00839393	5.990018652	5.992947063	6.054442523
ILMN_1815705	chr3:45865672:45865721:-	LZTFL1	6.226395142	6.360607831	6.229899194	6.163901668	6.336218518	6.246636698	6.184339888	6.264451364	6.268405983	6.323425711	6.381668134	6.382424791
ILMN_2337386	chr3:45943851:45943900:+	CCR9	5.91845281	6.024529693	5.974514423	5.802426197	5.914747609	6.041639186	5.836789464	5.905079971	5.927702129	6.050371901	6.032340948	5.929676966
ILMN_1664316	chr3:45944322:45944371:+	CCR9	6.097227226	6.352457336	6.055660841	6.183669828	6.114554141	6.146439278	6.083395852	6.114893199	6.091695584	6.311819953	6.204655409	6.218570094
ILMN_1709032	chr3:45959659:45959708:-	FYCO1	6.31344586	6.404013555	6.622133046	6.697744557	6.705917713	6.770133547	6.590777071	6.744832219	6.782025826	7.171993213	7.062460536	7.003376564
ILMN_1674640	chr3:45989445:45989494:+	CXCR6	5.971449635	5.929610067	6.161202962	5.924320164	6.196122811	6.208430709	6.379559041	5.997109438	6.358405907	6.442398997	6.304719444	6.406237319
ILMN_1764034	chr3:46062592:46062641:-	XCR1	6.015097313	5.948462669	6.012911194	5.993062579	5.91791192	6.097948259	6.022122969	6.059613568	5.97055069	5.918256779	5.973000103	5.970733379
ILMN_2407954	chr3:46062654:46062703:-	XCR1	5.915226944	5.838099722	5.861146898	5.776472614	5.830676578	5.805848528	5.894681263	5.798271475	5.795134788	5.825471083	5.82433722	5.870254767
ILMN_1773238	chr3:46063656:46063705:-	XCR1	5.842753255	5.862522191	5.907863658	5.954955718	5.850753184	5.928135901	5.858632032	5.877405605	5.872731981	5.850672241	5.812784851	5.838553555
ILMN_1678833	chr3:46243581:46243630:-	CCR1	8.166542548	8.050355705	8.573846975	8.585812705	8.875191441	8.055652489	8.958316458	8.725476351	8.841155384	8.662568879	8.887457445	8.76571175
ILMN_1656684	chr3:46303757:46303806:+	CCR3	5.790008825	5.819974071	5.823400989	5.890462768	5.766374447	5.825614322	5.907039075	5.843046269	5.827345006	5.896580649	5.845577358	5.773591248
ILMN_1763322	chr3:46307777:46307826:+	CCR3	9.037044462	8.670724008	8.604059724	6.677582658	8.172501815	8.551743349	7.816755278	8.239057219	9.052246744	8.767791445	7.779164577	8.898916025
ILMN_3188479	chr3:46395344:46395393:+	CCR2	5.69021552	5.893344832	5.984021738	5.930891057	6.028231527	5.957818472	5.962625	5.99971822	5.963116359	5.977047893	5.92590541	5.867808392
ILMN_1777461	chr3:46395616:46395665:+	CCR2	6.075379129	5.920102238	6.065208134	5.92931022	6.156165545	6.197748898	6.117893295	5.930583164	6.02173499	5.951175654	5.993399249	6.080761763
ILMN_2376431	chr3:46399044:46399093:+	CCR2	5.864948294	5.876745008	5.874009095	5.811763503	5.863633302	5.813008989	5.874883284	5.922364836	5.793540837	5.819872477	5.865525689	5.796484576
ILMN_1658299	chr3:46399209:46399258:+	CCR2	5.944162066	5.852291917	5.87147032	5.905373017	5.991320732	5.981849605	5.98764321	5.91172114	5.885028362	5.902813701	5.961465898	5.808450479
ILMN_1776706	chr3:46400868:46400909:+	CCR2	5.931952881	5.919862953	5.852166616	5.878851658	5.893144269	5.877064056	5.876663124	5.858463958	5.923253238	5.890696069	5.875102759	5.918071603
ILMN_1669062	chr3:46400964:46401013:+	CCR2	7.324115919	6.370970489	7.109232123	7.551623467	7.824714607	7.492372109	7.538444322	7.644193783	7.407426078	7.087632112	7.162174295	7.349911663
ILMN_2276996	chr3:46401168:46401217:+	CCR2	6.338635833	5.994289489	6.12450552	6.391216834	6.440918394	6.34575879	6.222181327	6.335572148	6.312067079	6.058645256	6.179363549	6.436534703
ILMN_1769895	chr3:46401954:46402003:+	CCR2	8.764214456	7.644355552	8.183689343	8.707126745	9.096431498	8.823114199	8.936610747	9.267450028	8.401184667	7.942442053	8.009626295	8.466475466
ILMN_1774761	chr3:46401954:46402003:+	CCR2	9.047752797	7.750072231	8.41587549	9.066326123	9.376445607	8.855680828	8.748732915	9.150673579	8.685435076	8.124840933	8.305825751	8.91493424
ILMN_3232921	chr3:46402365:46402413:+	CCR2	5.860061543	5.923217684	5.87539185	5.846658664	5.831023601	5.971803246	5.922553907	5.873705009	5.849174259	5.794450382	5.856076831	5.770368561
ILMN_1653395	chr3:46414392:46414441:+	CCR5	5.805278767	6.108914865	5.908994805	5.902598762	5.918072317	5.930553804	5.936748122	5.88707812	5.921689988	5.8334824	5.884839603	5.853833114
ILMN_2145033	chr3:46417309:46417358:+	CCR5	5.882697987	5.902065603	5.934473238	5.951156126	5.860389686	5.818291299	5.966043057	5.912151143	5.785929001	5.913805461	5.855196945	5.878007937
ILMN_3241644	chr3:46417313:46417358:+	CCR5	6.035142836	6.074117633	6.059941853	5.975418789	6.15457729	6.140010416	6.147605948	6.065746784	6.082305984	6.120318475	6.122673945	6.1366335
ILMN_1675346	chr3:46448685:46448734:+	CCRL2	5.9679084	6.080185482	5.977505603	5.951364126	5.903117121	5.900567341	6.002834637	5.893066941	5.891678864	5.889632544	5.82992956	5.858124962
ILMN_3190833	chr3:46449865:46449914:+	CCRL2	6.040654142	5.988414162	6.04217099	6.103004882	6.075747191	6.157694182	6.100623027	6.068843497	6.054777181	6.032219469	6.022791602	6.264702529
ILMN_1775856	chr3:46450970:46451014:+	CCRL2	5.920563768	5.92762096	5.915040485	5.924482514	5.830628242	6.000252219	5.969389161	5.889687495	5.849182119	5.76057112	5.923853081	5.871030413
ILMN_1711965	chr3:46450977:46451020:+	CCRL2	5.922010104	6.05753555	5.980718323	5.985438216	6.062912593	6.056014025	5.968100558	6.027025713	5.969618477	6.037142619	5.956326824	5.947432861
ILMN_1677920	chr3:46496789:46496838:-	LTF	6.168309177	6.19248786	6.203736273	6.209390596	6.039798788	8.077144682	6.692526546	6.310474957	7.664907838	6.092246889	7.285740476	7.244107748
ILMN_2149204	chr3:46542241:46542290:+	RTP3	5.944757658	5.975083727	5.85978794	5.880642908	5.952386255	5.84531957	5.886513118	5.987956332	5.880604457	5.857302337	5.909461337	5.855517813
ILMN_1755047	chr3:46557790:46557839:-	LRRC2	5.868909903	5.798297839	5.796240771	5.895090634	5.777186648	5.87567335	5.835163995	5.837974879	5.941369842	5.785405692	5.798341648	5.875184916
ILMN_1730678	chr3:46559873:46559905:-	LRRC2	10.37122007	10.35325025	10.45988344	10.44280813	10.22066151	10.40987504	10.35073192	10.20389236	10.40196592	10.22484943	10.54247116	10.11958821
ILMN_1748530	chr3:46563066:46563115:-	LRRC2	5.924411821	5.959652005	5.985306252	5.856023751	5.889421091	5.94156504	5.927788256	5.918291207	5.811484811	5.89685551	5.86704857	5.795533778
ILMN_1795681	chr3:46623360:46623409:+	TDGF1	5.894841726	5.854736202	5.881178733	5.920560028	5.795679049	5.947366081	5.873006086	5.815416478	5.807439926	5.782157762	5.951658204	5.957272697
ILMN_2132379	chr3:46623646:46623695:+	TDGF1	5.831175196	5.926891294	5.959492004	5.826766949	6.016618262	5.815434293	5.869111463	6.027386141	5.977357501	5.916166736	5.883075494	5.879274892
ILMN_3292297	chr3:46667502:46667551:+	LOC100132146	5.840281222	5.824598975	6.016164629	5.906687208	5.906669046	5.994898408	5.876494934	5.935604519	5.878911971	5.807492898	5.853367084	5.865999831
ILMN_1702322	chr3:46710904:46710953:-	ALS2CL	5.913716348	5.938611427	5.92653661	5.864651734	5.933025048	5.970273688	5.850922907	6.001157441	5.927643645	5.896606544	5.993311702	5.874708084
ILMN_1690636	chr3:46718754:46718803:-	ALS2CL	5.806607152	5.913765199	5.939045975	5.930685921	5.96587686	5.902693613	5.867575609	5.777007434	5.914635306	5.838580324	5.79512488	5.915234988
ILMN_1700596	chr3:46720722:46720771:-	ALS2CL	5.932676637	6.038031562	5.877055796	6.058781198	5.928138027	6.00484003	5.92575085	5.968662924	5.989944478	5.976718005	5.96276926	5.926746948
ILMN_1726745	chr3:46752080:46752129:+	TMIE	5.927852582	5.900439661	5.995890503	5.981797542	5.934000257	5.864441217	5.955768144	5.998277898	6.032613538	5.966861339	5.833576609	5.76316319
ILMN_1775615	chr3:46753815:46753864:-	PRSS50	5.958487215	5.96259196	5.92273833	5.912605374	5.949664901	5.877084247	5.812300953	5.84019197	5.8537779	5.820103155	5.919144327	5.807176196
ILMN_1684251	chr3:46761267:46761316:-	PRSS46	5.975083727	6.030673964	5.92102978	5.981405223	6.025641721	5.961198574	5.891115661	5.892168285	5.848298766	5.898098612	5.895023743	5.949485634
ILMN_2138249	chr3:46784005:46784054:-	PRSS45	6.067489252	6.058667752	6.049217202	6.108834836	6.124099426	6.045355258	6.036555055	6.09261257	5.983130766	6.116621029	6.039401265	6.184188573
ILMN_3222377	chr3:46795982:46796022:-	AK092598	5.909354007	5.911067827	5.944292592	5.841986701	5.826577443	5.881634951	5.883572776	5.88705497	5.869605463	5.846011403	5.919973603	5.926845367
ILMN_1723332	chr3:46853786:46853835:-	AK092598	5.909870125	5.893117042	5.970365225	5.933081195	5.911836178	5.969837774	5.958978598	5.944792685	5.83060341	5.839340965	5.870327427	5.883710361
ILMN_1757294	chr3:46871894:46871943:-	PRSS42	6.016603765	6.195395935	5.896632257	6.130917951	6.001696127	6.164143131	6.066807065	6.014036718	6.013244267	5.958321013	6.056450114	6.061600575
ILMN_1798992	chr3:46899411:46899460:-	MYL3	5.883549569	5.937885188	5.86149038	5.927424398	6.032165237	5.998774642	5.929125927	6.039719424	5.941141785	5.830897007	5.944641537	5.926709352
ILMN_3246328	chr3:46944798:46944847:+	PTH1R	5.850977669	5.893715935	5.833582851	5.870806077	5.922599081	5.932852177	5.91366302	5.993704691	5.950969371	5.863325168	5.777664178	5.921775407
ILMN_1795166	chr3:46945151:46945200:+	PTH1R	5.84384344	5.943134267	5.929237108	5.896426718	5.964223336	5.923921669	6.056100604	5.941370544	5.927193239	5.854975725	5.877905762	5.956918458
ILMN_1725071	chr3:46963359:46963408:-	CCDC12	7.62583316	7.825504754	7.863971192	7.743968437	8.036173897	8.022689892	8.009071551	7.881821112	8.171671879	8.332822507	8.084834433	8.394842103
ILMN_1660629	chr3:47051095:47051144:+	NBEAL2	9.346614216	8.995314979	8.827624261	9.207216555	9.087222603	9.257417693	8.997335869	8.783438902	9.086678859	8.659127902	9.128122535	9.000797349
ILMN_1769473	chr3:47058278:47058327:-	SETD2	8.857441148	8.82050661	8.734990668	8.443338944	8.730951796	8.932470606	9.162754883	8.64284392	9.095610249	9.129455856	9.172353741	9.12743082
ILMN_1662809	chr3:47106066:47106115:-	AY576988	5.941170053	5.972967472	5.860890021	5.958728505	5.932679463	5.887051507	5.948978783	5.914737059	5.847696075	5.910178523	5.83022045	5.820816916
ILMN_2327186	chr3:47282341:47282390:-	KIF9	5.893257532	5.977064505	5.83628523	5.849023795	6.008007102	5.94725454	5.8752939	5.820528896	5.808743422	5.809616125	5.835474235	5.880920822
ILMN_1762192	chr3:47286307:47286356:-	KIF9	5.936699162	5.94477342	5.93551921	5.899205987	6.000050644	5.943899577	5.917824488	5.919334534	5.922526517	5.940740535	5.903562672	5.862618416
ILMN_1655608	chr3:47387997:47388046:+	KLHL18	6.681617465	6.686155484	6.733205122	6.646936014	6.599909904	6.678851987	6.538019499	6.727360825	6.691166892	6.605988279	6.742338571	6.847490564
ILMN_1654318	chr3:47454538:47454587:+	PTPN23	6.243541914	6.387546678	6.23638402	6.391066454	6.295457927	6.325339973	6.296867759	6.370179109	6.523148749	6.514947907	6.463810554	6.523653015
ILMN_1677534	chr3:47455244:47455293:-	SCAP	9.179054572	9.136755198	9.044834961	8.221698834	9.019552512	9.191226327	8.726501032	9.052712007	9.26035096	9.307793111	9.468875623	9.399020846
ILMN_1708382	chr3:47537201:47537250:-	C3orf75	6.446225634	6.823444043	6.784559511	6.947656605	6.750995969	6.657440666	6.846213188	6.909875508	7.050067154	7.158771162	6.994596096	7.037678054
ILMN_3241169	chr3:47537415:47537464:-	C3orf75	6.396279481	6.657452421	6.605590644	6.859393511	6.790880656	6.543044354	6.564567061	6.874197254	6.891011865	6.992036503	6.798836839	6.833231145
ILMN_1670504	chr3:47538401:47538450:-	C3orf75	5.849742662	5.925226714	5.98779026	5.835561892	5.932473697	5.857111403	5.832364096	5.986974412	5.912565796	5.906600892	6.012511205	5.987430174
ILMN_1724990	chr3:47539785:47539834:-	C3orf75	5.99366863	6.080532872	6.07269028	6.174687808	6.110652208	6.096919295	6.092539852	6.112155112	6.252336681	6.248827191	6.174510088	6.133627452
ILMN_1688184	chr3:47604114:47604163:-	CSPG5	5.872599052	5.894668389	6.029050813	5.93150152	5.932749399	6.137514404	5.965308399	5.928032254	5.919558044	5.802817958	5.887930037	5.941671932
ILMN_1694603	chr3:47627734:47627783:-	SMARCC1	8.820435502	9.245952108	8.686533882	8.947610504	9.089119641	9.175959105	9.162551967	9.179738163	9.306899189	9.213335108	9.284703408	9.232953791
ILMN_2253720	chr3:47866632:47866681:+	KIAA0890	5.835617052	5.968818121	5.819294282	5.840160711	5.866670912	5.876508706	5.953511589	5.875631643	5.950088455	5.887499859	5.918737803	5.905894339
ILMN_1795218	chr3:47891147:47891196:+	DHX30	6.625145917	6.877072683	6.721172755	7.012927733	6.817919399	6.675886019	6.648458422	6.993692332	7.202108426	7.231195047	7.187655632	7.157947262
ILMN_2403555	chr3:47891492:47891541:+	DHX30	6.301231281	6.451079471	6.381248892	6.556586345	6.468638574	6.421338421	6.423961641	6.505412399	6.677094644	6.786842575	6.645866679	6.644504364
ILMN_1788351	chr3:47950599:47950648:-	MAP4	5.866826571	5.930744989	5.858508396	5.824514647	5.794103197	5.811236228	5.975105335	5.864423441	5.834313233	5.875243544	5.867036186	5.921920785
ILMN_1708064	chr3:47956374:47956423:-	MAP4	6.048911397	6.020221589	6.036025614	6.169811522	6.217472347	6.172750516	6.129318592	5.980769399	6.074934802	6.103043647	6.12049478	6.112595295
ILMN_1734695	chr3:48014825:48014874:-	MAP4	5.891912695	5.833109854	5.856074596	5.92344166	5.885782243	5.883629785	5.881048044	6.033140113	5.89248158	5.877228692	5.874435039	5.871381318
ILMN_3227772	chr3:48162492:48162541:-	RPL17	5.791042568	5.790321716	5.784245564	6.016768553	5.850791691	5.925542319	5.820311268	5.851236504	5.808790572	5.828599518	5.79123115	5.834064581
ILMN_1711005	chr3:48198995:48199044:-	CDC25A	5.840956843	5.964788769	5.893997511	5.898469218	5.909588759	5.945215746	6.003695201	5.900339785	6.002022541	5.838994429	5.985553143	5.869402864
ILMN_1733396	chr3:48222264:48222313:-	CDC25A	5.964605844	5.936575697	5.960190816	5.939865123	5.997619585	5.962476054	5.967793438	5.896657427	5.86974125	5.989055629	5.950632942	5.908840397
ILMN_1688580	chr3:48266905:48266954:+	CAMP	9.210806402	9.852485871	8.980465221	8.578516567	8.578221367	11.19276219	9.761428998	9.327536661	10.47349253	7.898093185	10.50761251	10.25607092
ILMN_1654819	chr3:48311213:48311262:+	ZNF589	6.033017054	6.118889251	6.082684699	6.118023302	6.166969225	6.05150567	6.0035464	6.11729048	6.100490027	6.118476759	6.206786246	6.191659826
ILMN_1654612	chr3:48312246:48312295:+	ZNF589	6.257048367	6.49233796	6.192185591	6.364098267	6.321179747	6.347024925	6.14163006	6.550903391	6.415932345	6.573031972	6.577633892	6.426799553
ILMN_2229032	chr3:48335951:48336000:-	NME6	6.971795168	6.712674456	6.718591745	6.722463573	6.781157062	6.839641643	6.790415862	6.948869113	7.154969446	7.117930263	7.099726378	7.202810107
ILMN_1768279	chr3:48336197:48336246:-	NME6	6.125849331	6.091750154	6.148805276	6.119868543	5.922819953	6.141779641	6.123566196	6.087579923	6.1069978	6.213499133	6.256169361	6.271975718
ILMN_1661466	chr3:48360988:48361037:-	SPINK8	6.143139061	5.912035234	5.951327689	6.053647117	5.954195034	5.94643538	5.926125776	6.106932534	5.953344986	5.862414648	5.987988116	6.003924004
ILMN_1728898	chr3:48360990:48361039:-	SPINK8	6.032187326	5.835603829	6.057699777	5.940656758	6.013244267	6.081534399	5.977274454	6.02721578	5.95785301	5.93289756	6.053624055	5.993673879
ILMN_1674756	chr3:48423317:48423366:+	FBXW12	5.927651975	5.870066278	5.955406929	5.870451714	5.988304731	5.982361591	5.92026827	5.962901399	5.948882735	5.881209664	5.925768241	5.848401561
ILMN_1742330	chr3:48445384:48445433:-	PLXNB1	5.905733302	5.789117739	5.77075549	5.919893067	5.978059181	5.900114181	5.885847557	5.87784926	5.778040309	5.907032603	5.837517658	5.771174908
ILMN_1799579	chr3:48473799:48473848:-	CCDC51	6.146160562	6.108885949	6.275400168	6.326148262	6.244354653	6.319954182	6.111275591	6.204303596	6.400762759	6.264924191	6.225061801	6.265879192
ILMN_1707783	"chr3:48481703:48481722:+,chr3:48481813:48481842:+"	CCDC72	9.992936646	10.14122085	10.05449122	9.776557927	9.989272204	9.729707433	9.724220878	9.963483558	10.35178485	10.19140846	10.17033827	10.39088874
ILMN_3234116	"chr3:48481721:48481722:+,chr3:48481813:48481860:+"	CCDC72	6.691582333	7.080983127	6.887495485	6.763041425	6.838283761	6.715358463	6.854656787	6.895426131	6.301058909	6.187553065	6.303904519	6.324252575
ILMN_3234513	"chr3:48481999:48482038:+,chr3:48485256:48485265:+"	CCDC72	6.655830359	6.763090092	6.565270098	6.562923785	6.558163586	6.556179442	6.525794768	6.771515607	6.321325449	6.250664468	6.215258371	6.298850448
ILMN_1770955	chr3:48502760:48502809:+	TREX1	6.029170081	5.959981831	5.947565888	5.978131058	5.96744729	6.090837843	6.013639879	5.986728444	6.011020209	5.973853584	5.983290895	5.973031188
ILMN_2370464	chr3:48506904:48506953:+	ATRIP	6.32023367	6.578014465	6.487670479	6.452765227	6.539829351	6.424765509	6.431367882	6.528978083	6.602366755	6.701684063	6.661278475	6.473420139
ILMN_1653896	chr3:48506915:48506964:+	ATRIP	6.210149654	6.269171271	6.239454203	6.233429167	6.391457153	6.294835626	6.360399082	6.367269305	6.496931864	6.501395689	6.495808666	6.491346679
ILMN_1676997	chr3:48507975:48508024:+	TREX1	5.994028517	5.947160126	5.958560248	5.894441896	6.054710158	5.914617959	6.043360619	6.048793098	5.976152773	5.994354809	5.911123043	6.079405742
ILMN_2139100	chr3:48509494:48509543:-	SHISA5	9.80619979	10.20818389	9.731944434	9.643768782	10.08743858	10.24390422	10.7730649	9.978354242	10.42569929	10.25349979	9.992160438	10.18160773
